trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
2820939, 6:07:50, 6:07:50,2646,52,,0,0,10.5036
2820939, 6:08:17, 6:08:17,2616,53,,0,0,10.7104
2820939, 6:08:50, 6:08:50,2617,54,,0,0,10.9572
2820940, 6:56:50, 6:56:50,2646,117,,0,0,36.7449
2820940, 6:57:17, 6:57:17,2616,118,,0,0,36.9517
2820940, 6:57:50, 6:57:50,2617,119,,0,0,37.1984
2820941, 7:21:50, 7:21:50,2646,117,,0,0,36.7449
2820941, 7:22:17, 7:22:17,2616,118,,0,0,36.9517
2820941, 7:22:50, 7:22:50,2617,119,,0,0,37.1984
2820942, 7:46:50, 7:46:50,2646,117,,0,0,36.7449
2820942, 7:47:17, 7:47:17,2616,118,,0,0,36.9517
2820942, 7:47:50, 7:47:50,2617,119,,0,0,37.1984
2820943, 8:11:50, 8:11:50,2646,117,,0,0,36.7449
2820943, 8:12:17, 8:12:17,2616,118,,0,0,36.9517
2820943, 8:12:50, 8:12:50,2617,119,,0,0,37.1984
2820944, 8:36:50, 8:36:50,2646,117,,0,0,36.7449
2820944, 8:37:17, 8:37:17,2616,118,,0,0,36.9517
2820944, 8:37:50, 8:37:50,2617,119,,0,0,37.1984
2820945, 9:01:50, 9:01:50,2646,117,,0,0,36.7449
2820945, 9:02:17, 9:02:17,2616,118,,0,0,36.9517
2820945, 9:02:50, 9:02:50,2617,119,,0,0,37.1984
2820946, 9:26:50, 9:26:50,2646,117,,0,0,36.7449
2820946, 9:27:17, 9:27:17,2616,118,,0,0,36.9517
2820946, 9:27:50, 9:27:50,2617,119,,0,0,37.1984
2820947, 9:51:50, 9:51:50,2646,117,,0,0,36.7449
2820947, 9:52:17, 9:52:17,2616,118,,0,0,36.9517
2820947, 9:52:50, 9:52:50,2617,119,,0,0,37.1984
2820948,10:16:50,10:16:50,2646,117,,0,0,36.7449
2820948,10:17:17,10:17:17,2616,118,,0,0,36.9517
2820948,10:17:50,10:17:50,2617,119,,0,0,37.1984
2820949,10:41:50,10:41:50,2646,117,,0,0,36.7449
2820949,10:42:17,10:42:17,2616,118,,0,0,36.9517
2820949,10:42:50,10:42:50,2617,119,,0,0,37.1984
2820950,11:06:50,11:06:50,2646,117,,0,0,36.7449
2820950,11:07:17,11:07:17,2616,118,,0,0,36.9517
2820950,11:07:50,11:07:50,2617,119,,0,0,37.1984
2820951,11:31:50,11:31:50,2646,117,,0,0,36.7449
2820951,11:32:17,11:32:17,2616,118,,0,0,36.9517
2820951,11:32:50,11:32:50,2617,119,,0,0,37.1984
2820952,11:56:50,11:56:50,2646,117,,0,0,36.7449
2820952,11:57:17,11:57:17,2616,118,,0,0,36.9517
2820952,11:57:50,11:57:50,2617,119,,0,0,37.1984
2820953,12:19:50,12:19:50,2646,116,,0,0,36.6616
2820953,12:20:17,12:20:17,2616,117,,0,0,36.8684
2820953,12:20:50,12:20:50,2617,118,,0,0,37.1151
2820954,12:44:50,12:44:50,2646,116,,0,0,36.6616
2820954,12:45:17,12:45:17,2616,117,,0,0,36.8684
2820954,12:45:50,12:45:50,2617,118,,0,0,37.1151
2820955,13:09:50,13:09:50,2646,116,,0,0,36.6616
2820955,13:10:17,13:10:17,2616,117,,0,0,36.8684
2820955,13:10:50,13:10:50,2617,118,,0,0,37.1151
2820966, 5:40:50, 5:40:50,2646,52,,0,0,10.5036
2820966, 5:41:17, 5:41:17,2616,53,,0,0,10.7104
2820966, 5:41:50, 5:41:50,2617,54,,0,0,10.9572
2820967, 6:32:50, 6:32:50,2646,52,,0,0,10.5036
2820967, 6:33:17, 6:33:17,2616,53,,0,0,10.7104
2820967, 6:33:50, 6:33:50,2617,54,,0,0,10.9572
2820956,13:34:50,13:34:50,2646,116,,0,0,36.6616
2820956,13:35:17,13:35:17,2616,117,,0,0,36.8684
2820956,13:35:50,13:35:50,2617,118,,0,0,37.1151
2820957,13:59:50,13:59:50,2646,116,,0,0,36.6616
2820957,14:00:17,14:00:17,2616,117,,0,0,36.8684
2820957,14:00:50,14:00:50,2617,118,,0,0,37.1151
2820958,14:24:50,14:24:50,2646,116,,0,0,36.6616
2820958,14:25:17,14:25:17,2616,117,,0,0,36.8684
2820958,14:25:50,14:25:50,2617,118,,0,0,37.1151
2820959,14:49:50,14:49:50,2646,116,,0,0,36.6616
2820959,14:50:17,14:50:17,2616,117,,0,0,36.8684
2820959,14:50:50,14:50:50,2617,118,,0,0,37.1151
2820960,15:14:50,15:14:50,2646,116,,0,0,36.6616
2820960,15:15:17,15:15:17,2616,117,,0,0,36.8684
2820960,15:15:50,15:15:50,2617,118,,0,0,37.1151
2820961,15:39:50,15:39:50,2646,116,,0,0,36.6616
2820961,15:40:17,15:40:17,2616,117,,0,0,36.8684
2820961,15:40:50,15:40:50,2617,118,,0,0,37.1151
2820962,16:04:50,16:04:50,2646,116,,0,0,36.6616
2820962,16:05:17,16:05:17,2616,117,,0,0,36.8684
2820962,16:05:50,16:05:50,2617,118,,0,0,37.1151
2820963,16:29:50,16:29:50,2646,116,,0,0,36.6616
2820963,16:30:17,16:30:17,2616,117,,0,0,36.8684
2820963,16:30:50,16:30:50,2617,118,,0,0,37.1151
2820964,16:54:50,16:54:50,2646,116,,0,0,36.6616
2820964,16:55:17,16:55:17,2616,117,,0,0,36.8684
2820964,16:55:50,16:55:50,2617,118,,0,0,37.1151
2820965,17:19:50,17:19:50,2646,116,,0,0,36.6616
2820965,17:20:17,17:20:17,2616,117,,0,0,36.8684
2820965,17:20:50,17:20:50,2617,118,,0,0,37.1151
2820968,17:44:50,17:44:50,2646,116,,0,0,36.6616
2820968,17:45:17,17:45:17,2616,117,,0,0,36.8684
2820968,17:45:50,17:45:50,2617,118,,0,0,37.1151
2820969,18:09:50,18:09:50,2646,116,,0,0,36.6616
2820969,18:10:17,18:10:17,2616,117,,0,0,36.8684
2820969,18:10:50,18:10:50,2617,118,,0,0,37.1151
2820970,19:04:50,19:04:50,2646,116,,0,0,36.6616
2820970,19:05:17,19:05:17,2616,117,,0,0,36.8684
2820970,19:05:50,19:05:50,2617,118,,0,0,37.1151
2820971,19:34:50,19:34:50,2646,116,,0,0,36.6616
2820971,19:35:17,19:35:17,2616,117,,0,0,36.8684
2820971,19:35:50,19:35:50,2617,118,,0,0,37.1151
2820972,20:01:50,20:01:50,2646,116,,0,0,36.6616
2820972,20:02:17,20:02:17,2616,117,,0,0,36.8684
2820972,20:02:50,20:02:50,2617,118,,0,0,37.1151
2820973,20:31:50,20:31:50,2646,116,,0,0,36.6616
2820973,20:32:17,20:32:17,2616,117,,0,0,36.8684
2820973,20:32:50,20:32:50,2617,118,,0,0,37.1151
2820974,21:01:50,21:01:50,2646,116,,0,0,36.6616
2820974,21:02:17,21:02:17,2616,117,,0,0,36.8684
2820974,21:02:50,21:02:50,2617,118,,0,0,37.1151
2820975,22:01:50,22:01:50,2646,116,,0,0,36.6616
2820975,22:02:17,22:02:17,2616,117,,0,0,36.8684
2820975,22:02:50,22:02:50,2617,118,,0,0,37.1151
2820976,23:01:50,23:01:50,2646,116,,0,0,36.6616
2820976,23:02:17,23:02:17,2616,117,,0,0,36.8684
2820976,23:02:50,23:02:50,2617,118,,0,0,37.1151
2820977,24:01:50,24:01:50,2646,116,,0,0,36.6616
2820977,24:02:17,24:02:17,2616,117,,0,0,36.8684
2820977,24:02:50,24:02:50,2617,118,,0,0,37.1151
2820978,18:34:50,18:34:50,2646,116,,0,0,36.6616
2820978,18:35:17,18:35:17,2616,117,,0,0,36.8684
2820978,18:35:50,18:35:50,2617,118,,0,0,37.1151
2820979,21:37:50,21:37:50,2646,52,,0,0,10.5036
2820979,21:38:17,21:38:17,2616,53,,0,0,10.7104
2820979,21:38:50,21:38:50,2617,54,,0,0,10.9572
2820980, 5:49:00, 5:49:00,2603,6,,0,0,1.3445
2820980, 5:49:40, 5:49:40,2604,7,,0,0,1.6431
2820980, 5:50:15, 5:50:15,2640,8,,0,0,1.9059
2820981, 6:19:00, 6:19:00,2603,6,,0,0,1.3445
2820981, 6:19:40, 6:19:40,2604,7,,0,0,1.6431
2820981, 6:20:15, 6:20:15,2640,8,,0,0,1.9059
2820982, 6:44:00, 6:44:00,2603,6,,0,0,1.3445
2820982, 6:44:40, 6:44:40,2604,7,,0,0,1.6431
2820982, 6:45:15, 6:45:15,2640,8,,0,0,1.9059
2820983, 7:09:00, 7:09:00,2603,6,,0,0,1.3445
2820983, 7:09:40, 7:09:40,2604,7,,0,0,1.6431
2820983, 7:10:15, 7:10:15,2640,8,,0,0,1.9059
2820984, 7:34:00, 7:34:00,2603,6,,0,0,1.3445
2820984, 7:34:40, 7:34:40,2604,7,,0,0,1.6431
2820984, 7:35:15, 7:35:15,2640,8,,0,0,1.9059
2820985, 7:59:00, 7:59:00,2603,6,,0,0,1.3445
2820985, 7:59:40, 7:59:40,2604,7,,0,0,1.6431
2820985, 8:00:15, 8:00:15,2640,8,,0,0,1.9059
2821017, 4:50:00, 4:50:00,2603,6,,0,0,1.3445
2821017, 4:50:40, 4:50:40,2604,7,,0,0,1.6431
2821017, 4:51:15, 4:51:15,2640,8,,0,0,1.9059
2821018, 5:20:00, 5:20:00,2603,6,,0,0,1.3445
2821018, 5:20:40, 5:20:40,2604,7,,0,0,1.6431
2821018, 5:21:15, 5:21:15,2640,8,,0,0,1.9059
2820986, 8:24:00, 8:24:00,2603,6,,0,0,1.3445
2820986, 8:24:40, 8:24:40,2604,7,,0,0,1.6431
2820986, 8:25:15, 8:25:15,2640,8,,0,0,1.9059
2820987, 8:49:00, 8:49:00,2603,6,,0,0,1.3445
2820987, 8:49:40, 8:49:40,2604,7,,0,0,1.6431
2820987, 8:50:15, 8:50:15,2640,8,,0,0,1.9059
2820988, 9:14:00, 9:14:00,2603,6,,0,0,1.3445
2820988, 9:14:40, 9:14:40,2604,7,,0,0,1.6431
2820988, 9:15:15, 9:15:15,2640,8,,0,0,1.9059
2820989, 9:39:00, 9:39:00,2603,6,,0,0,1.3445
2820989, 9:39:40, 9:39:40,2604,7,,0,0,1.6431
2820989, 9:40:15, 9:40:15,2640,8,,0,0,1.9059
2820990,10:04:00,10:04:00,2603,6,,0,0,1.3445
2820990,10:04:40,10:04:40,2604,7,,0,0,1.6431
2820990,10:05:15,10:05:15,2640,8,,0,0,1.9059
2820991,10:29:00,10:29:00,2603,6,,0,0,1.3445
2820991,10:29:40,10:29:40,2604,7,,0,0,1.6431
2820991,10:30:15,10:30:15,2640,8,,0,0,1.9059
2820992,10:54:00,10:54:00,2603,6,,0,0,1.3445
2820992,10:54:40,10:54:40,2604,7,,0,0,1.6431
2820992,10:55:15,10:55:15,2640,8,,0,0,1.9059
2820993,11:19:00,11:19:00,2603,6,,0,0,1.3445
2820993,11:19:40,11:19:40,2604,7,,0,0,1.6431
2820993,11:20:15,11:20:15,2640,8,,0,0,1.9059
2820994,11:44:00,11:44:00,2603,6,,0,0,1.3445
2820994,11:44:40,11:44:40,2604,7,,0,0,1.6431
2820994,11:45:15,11:45:15,2640,8,,0,0,1.9059
2820995,12:09:00,12:09:00,2603,6,,0,0,1.3445
2820995,12:09:40,12:09:40,2604,7,,0,0,1.6431
2820995,12:10:15,12:10:15,2640,8,,0,0,1.9059
2820996,12:34:00,12:34:00,2603,6,,0,0,1.3445
2820996,12:34:40,12:34:40,2604,7,,0,0,1.6431
2820996,12:35:15,12:35:15,2640,8,,0,0,1.9059
2820997,12:59:00,12:59:00,2603,6,,0,0,1.3445
2820997,12:59:40,12:59:40,2604,7,,0,0,1.6431
2820997,13:00:15,13:00:15,2640,8,,0,0,1.9059
2820998,13:24:00,13:24:00,2603,6,,0,0,1.3445
2820998,13:24:40,13:24:40,2604,7,,0,0,1.6431
2820998,13:25:15,13:25:15,2640,8,,0,0,1.9059
2820999,13:49:00,13:49:00,2603,6,,0,0,1.3445
2820999,13:49:40,13:49:40,2604,7,,0,0,1.6431
2820999,13:50:15,13:50:15,2640,8,,0,0,1.9059
2821000,14:14:00,14:14:00,2603,6,,0,0,1.3445
2821000,14:14:40,14:14:40,2604,7,,0,0,1.6431
2821000,14:15:15,14:15:15,2640,8,,0,0,1.9059
2821001,14:39:00,14:39:00,2603,6,,0,0,1.3445
2821001,14:39:40,14:39:40,2604,7,,0,0,1.6431
2821001,14:40:15,14:40:15,2640,8,,0,0,1.9059
2821002,15:04:00,15:04:00,2603,6,,0,0,1.3445
2821002,15:04:40,15:04:40,2604,7,,0,0,1.6431
2821002,15:05:15,15:05:15,2640,8,,0,0,1.9059
2821003,15:29:00,15:29:00,2603,6,,0,0,1.3445
2821003,15:29:40,15:29:40,2604,7,,0,0,1.6431
2821003,15:30:15,15:30:15,2640,8,,0,0,1.9059
2821004,15:54:00,15:54:00,2603,6,,0,0,1.3445
2821004,15:54:40,15:54:40,2604,7,,0,0,1.6431
2821004,15:55:15,15:55:15,2640,8,,0,0,1.9059
2821005,16:19:00,16:19:00,2603,6,,0,0,1.3445
2821005,16:19:40,16:19:40,2604,7,,0,0,1.6431
2821005,16:20:15,16:20:15,2640,8,,0,0,1.9059
2821006,17:33:00,17:33:00,2603,6,,0,0,1.3445
2821006,17:33:40,17:33:40,2604,7,,0,0,1.6431
2821006,17:34:15,17:34:15,2640,8,,0,0,1.9059
2821007,16:44:00,16:44:00,2603,6,,0,0,1.3445
2821007,16:44:40,16:44:40,2604,7,,0,0,1.6431
2821007,16:45:15,16:45:15,2640,8,,0,0,1.9059
2821008,17:58:00,17:58:00,2603,6,,0,0,1.3445
2821008,17:58:40,17:58:40,2604,7,,0,0,1.6431
2821008,17:59:15,17:59:15,2640,8,,0,0,1.9059
2821009,18:26:00,18:26:00,2603,6,,0,0,1.3445
2821009,18:26:40,18:26:40,2604,7,,0,0,1.6431
2821009,18:27:15,18:27:15,2640,8,,0,0,1.9059
2821010,18:56:00,18:56:00,2603,6,,0,0,1.3445
2821010,18:56:40,18:56:40,2604,7,,0,0,1.6431
2821010,18:57:15,18:57:15,2640,8,,0,0,1.9059
2821011,19:27:00,19:27:00,2603,6,,0,0,1.3445
2821011,19:27:40,19:27:40,2604,7,,0,0,1.6431
2821011,19:28:15,19:28:15,2640,8,,0,0,1.9059
2821012,19:58:00,19:58:00,2603,6,,0,0,1.3445
2821012,19:58:40,19:58:40,2604,7,,0,0,1.6431
2821012,19:59:15,19:59:15,2640,8,,0,0,1.9059
2821013,17:08:00,17:08:00,2603,6,,0,0,1.3445
2821013,17:08:40,17:08:40,2604,7,,0,0,1.6431
2821013,17:09:15,17:09:15,2640,8,,0,0,1.9059
2821014,20:28:00,20:28:00,2603,6,,0,0,1.3445
2821014,20:28:40,20:28:40,2604,7,,0,0,1.6431
2821014,20:29:15,20:29:15,2640,8,,0,0,1.9059
2821019,20:58:00,20:58:00,2603,6,,0,0,1.3445
2821019,20:58:40,20:58:40,2604,7,,0,0,1.6431
2821019,20:59:15,20:59:15,2640,8,,0,0,1.9059
2821015,21:28:00,21:28:00,2603,6,,0,0,1.3445
2821015,21:28:40,21:28:40,2604,7,,0,0,1.6431
2821015,21:29:15,21:29:15,2640,8,,0,0,1.9059
2821016,22:28:00,22:28:00,2603,6,,0,0,1.3445
2821016,22:28:40,22:28:40,2604,7,,0,0,1.6431
2821016,22:29:15,22:29:15,2640,8,,0,0,1.9059
2821020,23:28:00,23:28:00,2603,6,,0,0,1.3445
2821020,23:28:40,23:28:40,2604,7,,0,0,1.6431
2821020,23:29:15,23:29:15,2640,8,,0,0,1.9059
2822501, 7:33:33, 7:33:33,4724,172,,0,0,43.7533
2822501, 7:34:42, 7:34:42,4725,173,,0,0,44.2999
2822501, 7:35:02, 7:35:02,4726,174,,0,0,44.4616
2822501, 7:35:52, 7:35:52,4727,175,,0,0,44.8615
2822501, 7:36:11, 7:36:11,4728,176,,0,0,45.0188
2822501, 7:36:30, 7:36:30,4729,177,,0,0,45.1691
2822501, 7:36:47, 7:36:47,4730,178,,0,0,45.3049
2822501, 7:37:19, 7:37:19,4731,179,,0,0,45.5647
2822501, 7:38:00, 7:38:00,12811,180,,0,0,45.8339
2822501, 7:39:13, 7:39:13,2412,181,,0,0,46.2922
2822501, 7:39:52, 7:39:52,2413,182,,0,0,46.5408
2822501, 7:40:19, 7:40:19,2414,183,,0,0,46.7100
2822501, 7:41:01, 7:41:01,2415,184,,0,0,46.9770
2822501, 7:41:52, 7:41:52,2416,185,,0,0,47.3022
2822501, 7:42:38, 7:42:38,2417,186,,0,0,47.5937
2822501, 7:43:16, 7:43:16,2418,187,,0,0,47.8356
2822502, 8:18:33, 8:18:33,4724,172,,0,0,43.7533
2822502, 8:19:42, 8:19:42,4725,173,,0,0,44.2999
2822502, 8:20:02, 8:20:02,4726,174,,0,0,44.4616
2822502, 8:20:52, 8:20:52,4727,175,,0,0,44.8615
2822502, 8:21:11, 8:21:11,4728,176,,0,0,45.0188
2822502, 8:21:30, 8:21:30,4729,177,,0,0,45.1691
2822502, 8:21:47, 8:21:47,4730,178,,0,0,45.3049
2822502, 8:22:19, 8:22:19,4731,179,,0,0,45.5647
2822502, 8:23:00, 8:23:00,12811,180,,0,0,45.8339
2822502, 8:24:13, 8:24:13,2412,181,,0,0,46.2922
2822502, 8:24:52, 8:24:52,2413,182,,0,0,46.5408
2822502, 8:25:19, 8:25:19,2414,183,,0,0,46.7100
2822502, 8:26:01, 8:26:01,2415,184,,0,0,46.9770
2822502, 8:26:52, 8:26:52,2416,185,,0,0,47.3022
2822502, 8:27:38, 8:27:38,2417,186,,0,0,47.5937
2822502, 8:28:16, 8:28:16,2418,187,,0,0,47.8356
2822503, 9:03:33, 9:03:33,4724,172,,0,0,43.7533
2822503, 9:04:42, 9:04:42,4725,173,,0,0,44.2999
2822503, 9:05:02, 9:05:02,4726,174,,0,0,44.4616
2822503, 9:05:52, 9:05:52,4727,175,,0,0,44.8615
2822503, 9:06:11, 9:06:11,4728,176,,0,0,45.0188
2822503, 9:06:30, 9:06:30,4729,177,,0,0,45.1691
2822503, 9:06:47, 9:06:47,4730,178,,0,0,45.3049
2822503, 9:07:19, 9:07:19,4731,179,,0,0,45.5647
2822503, 9:08:00, 9:08:00,12811,180,,0,0,45.8339
2822503, 9:09:13, 9:09:13,2412,181,,0,0,46.2922
2822503, 9:09:52, 9:09:52,2413,182,,0,0,46.5408
2822503, 9:10:19, 9:10:19,2414,183,,0,0,46.7100
2822503, 9:11:01, 9:11:01,2415,184,,0,0,46.9770
2822503, 9:11:52, 9:11:52,2416,185,,0,0,47.3022
2822503, 9:12:38, 9:12:38,2417,186,,0,0,47.5937
2822503, 9:13:16, 9:13:16,2418,187,,0,0,47.8356
2822504, 9:48:33, 9:48:33,4724,172,,0,0,43.7533
2822504, 9:49:42, 9:49:42,4725,173,,0,0,44.2999
2822504, 9:50:02, 9:50:02,4726,174,,0,0,44.4616
2822504, 9:50:52, 9:50:52,4727,175,,0,0,44.8615
2822504, 9:51:11, 9:51:11,4728,176,,0,0,45.0188
2822504, 9:51:30, 9:51:30,4729,177,,0,0,45.1691
2822504, 9:51:47, 9:51:47,4730,178,,0,0,45.3049
2822504, 9:52:19, 9:52:19,4731,179,,0,0,45.5647
2822504, 9:53:00, 9:53:00,12811,180,,0,0,45.8339
2822504, 9:54:13, 9:54:13,2412,181,,0,0,46.2922
2822504, 9:54:52, 9:54:52,2413,182,,0,0,46.5408
2822504, 9:55:19, 9:55:19,2414,183,,0,0,46.7100
2822504, 9:56:01, 9:56:01,2415,184,,0,0,46.9770
2822504, 9:56:52, 9:56:52,2416,185,,0,0,47.3022
2822504, 9:57:38, 9:57:38,2417,186,,0,0,47.5937
2822504, 9:58:16, 9:58:16,2418,187,,0,0,47.8356
2822505,10:33:33,10:33:33,4724,172,,0,0,43.7533
2822505,10:34:42,10:34:42,4725,173,,0,0,44.2999
2822505,10:35:02,10:35:02,4726,174,,0,0,44.4616
2822505,10:35:52,10:35:52,4727,175,,0,0,44.8615
2822505,10:36:11,10:36:11,4728,176,,0,0,45.0188
2822505,10:36:30,10:36:30,4729,177,,0,0,45.1691
2822505,10:36:47,10:36:47,4730,178,,0,0,45.3049
2822505,10:37:19,10:37:19,4731,179,,0,0,45.5647
2822505,10:38:00,10:38:00,12811,180,,0,0,45.8339
2822505,10:39:13,10:39:13,2412,181,,0,0,46.2922
2822505,10:39:52,10:39:52,2413,182,,0,0,46.5408
2822505,10:40:19,10:40:19,2414,183,,0,0,46.7100
2822505,10:41:01,10:41:01,2415,184,,0,0,46.9770
2822505,10:41:52,10:41:52,2416,185,,0,0,47.3022
2822505,10:42:38,10:42:38,2417,186,,0,0,47.5937
2822505,10:43:16,10:43:16,2418,187,,0,0,47.8356
2822506,11:18:33,11:18:33,4724,172,,0,0,43.7533
2822506,11:19:42,11:19:42,4725,173,,0,0,44.2999
2822506,11:20:02,11:20:02,4726,174,,0,0,44.4616
2822506,11:20:52,11:20:52,4727,175,,0,0,44.8615
2822506,11:21:11,11:21:11,4728,176,,0,0,45.0188
2822506,11:21:30,11:21:30,4729,177,,0,0,45.1691
2822506,11:21:47,11:21:47,4730,178,,0,0,45.3049
2822506,11:22:19,11:22:19,4731,179,,0,0,45.5647
2822506,11:23:00,11:23:00,12811,180,,0,0,45.8339
2822506,11:24:13,11:24:13,2412,181,,0,0,46.2922
2822506,11:24:52,11:24:52,2413,182,,0,0,46.5408
2822506,11:25:19,11:25:19,2414,183,,0,0,46.7100
2822506,11:26:01,11:26:01,2415,184,,0,0,46.9770
2822506,11:26:52,11:26:52,2416,185,,0,0,47.3022
2822506,11:27:38,11:27:38,2417,186,,0,0,47.5937
2822506,11:28:16,11:28:16,2418,187,,0,0,47.8356
2822507,12:03:33,12:03:33,4724,172,,0,0,43.7533
2822507,12:04:42,12:04:42,4725,173,,0,0,44.2999
2822507,12:05:02,12:05:02,4726,174,,0,0,44.4616
2822507,12:05:52,12:05:52,4727,175,,0,0,44.8615
2822507,12:06:11,12:06:11,4728,176,,0,0,45.0188
2822507,12:06:30,12:06:30,4729,177,,0,0,45.1691
2822507,12:06:47,12:06:47,4730,178,,0,0,45.3049
2822507,12:07:19,12:07:19,4731,179,,0,0,45.5647
2822507,12:08:00,12:08:00,12811,180,,0,0,45.8339
2822507,12:09:13,12:09:13,2412,181,,0,0,46.2922
2822507,12:09:52,12:09:52,2413,182,,0,0,46.5408
2822507,12:10:19,12:10:19,2414,183,,0,0,46.7100
2822507,12:11:01,12:11:01,2415,184,,0,0,46.9770
2822507,12:11:52,12:11:52,2416,185,,0,0,47.3022
2822507,12:12:38,12:12:38,2417,186,,0,0,47.5937
2822507,12:13:16,12:13:16,2418,187,,0,0,47.8356
2822508,12:48:33,12:48:33,4724,172,,0,0,43.7533
2822508,12:49:42,12:49:42,4725,173,,0,0,44.2999
2822508,12:50:02,12:50:02,4726,174,,0,0,44.4616
2822508,12:50:52,12:50:52,4727,175,,0,0,44.8615
2822508,12:51:11,12:51:11,4728,176,,0,0,45.0188
2822508,12:51:30,12:51:30,4729,177,,0,0,45.1691
2822508,12:51:47,12:51:47,4730,178,,0,0,45.3049
2822508,12:52:19,12:52:19,4731,179,,0,0,45.5647
2822508,12:53:00,12:53:00,12811,180,,0,0,45.8339
2822508,12:54:13,12:54:13,2412,181,,0,0,46.2922
2822508,12:54:52,12:54:52,2413,182,,0,0,46.5408
2822508,12:55:19,12:55:19,2414,183,,0,0,46.7100
2822508,12:56:01,12:56:01,2415,184,,0,0,46.9770
2822508,12:56:52,12:56:52,2416,185,,0,0,47.3022
2822508,12:57:38,12:57:38,2417,186,,0,0,47.5937
2822508,12:58:16,12:58:16,2418,187,,0,0,47.8356
2822509,13:33:33,13:33:33,4724,172,,0,0,43.7533
2822509,13:34:42,13:34:42,4725,173,,0,0,44.2999
2822509,13:35:02,13:35:02,4726,174,,0,0,44.4616
2822509,13:35:52,13:35:52,4727,175,,0,0,44.8615
2822509,13:36:11,13:36:11,4728,176,,0,0,45.0188
2822509,13:36:30,13:36:30,4729,177,,0,0,45.1691
2822509,13:36:47,13:36:47,4730,178,,0,0,45.3049
2822509,13:37:19,13:37:19,4731,179,,0,0,45.5647
2822509,13:38:00,13:38:00,12811,180,,0,0,45.8339
2822509,13:39:13,13:39:13,2412,181,,0,0,46.2922
2822509,13:39:52,13:39:52,2413,182,,0,0,46.5408
2822509,13:40:19,13:40:19,2414,183,,0,0,46.7100
2822509,13:41:01,13:41:01,2415,184,,0,0,46.9770
2822509,13:41:52,13:41:52,2416,185,,0,0,47.3022
2822509,13:42:38,13:42:38,2417,186,,0,0,47.5937
2822509,13:43:16,13:43:16,2418,187,,0,0,47.8356
2822510,14:18:33,14:18:33,4724,172,,0,0,43.7533
2822510,14:19:42,14:19:42,4725,173,,0,0,44.2999
2822510,14:20:02,14:20:02,4726,174,,0,0,44.4616
2822510,14:20:52,14:20:52,4727,175,,0,0,44.8615
2822510,14:21:11,14:21:11,4728,176,,0,0,45.0188
2822510,14:21:30,14:21:30,4729,177,,0,0,45.1691
2822510,14:21:47,14:21:47,4730,178,,0,0,45.3049
2822510,14:22:19,14:22:19,4731,179,,0,0,45.5647
2822510,14:23:00,14:23:00,12811,180,,0,0,45.8339
2822510,14:24:13,14:24:13,2412,181,,0,0,46.2922
2822510,14:24:52,14:24:52,2413,182,,0,0,46.5408
2822510,14:25:19,14:25:19,2414,183,,0,0,46.7100
2822510,14:26:01,14:26:01,2415,184,,0,0,46.9770
2822510,14:26:52,14:26:52,2416,185,,0,0,47.3022
2822510,14:27:38,14:27:38,2417,186,,0,0,47.5937
2822510,14:28:16,14:28:16,2418,187,,0,0,47.8356
2822511,15:03:33,15:03:33,4724,172,,0,0,43.7533
2822511,15:04:42,15:04:42,4725,173,,0,0,44.2999
2822511,15:05:02,15:05:02,4726,174,,0,0,44.4616
2822511,15:05:52,15:05:52,4727,175,,0,0,44.8615
2822511,15:06:11,15:06:11,4728,176,,0,0,45.0188
2822511,15:06:30,15:06:30,4729,177,,0,0,45.1691
2822511,15:06:47,15:06:47,4730,178,,0,0,45.3049
2822511,15:07:19,15:07:19,4731,179,,0,0,45.5647
2822511,15:08:00,15:08:00,12811,180,,0,0,45.8339
2822511,15:09:13,15:09:13,2412,181,,0,0,46.2922
2822511,15:09:52,15:09:52,2413,182,,0,0,46.5408
2822511,15:10:19,15:10:19,2414,183,,0,0,46.7100
2822511,15:11:01,15:11:01,2415,184,,0,0,46.9770
2822511,15:11:52,15:11:52,2416,185,,0,0,47.3022
2822511,15:12:38,15:12:38,2417,186,,0,0,47.5937
2822511,15:13:16,15:13:16,2418,187,,0,0,47.8356
2822512,15:48:33,15:48:33,4724,172,,0,0,43.7533
2822512,15:49:42,15:49:42,4725,173,,0,0,44.2999
2822512,15:50:02,15:50:02,4726,174,,0,0,44.4616
2822512,15:50:52,15:50:52,4727,175,,0,0,44.8615
2822512,15:51:11,15:51:11,4728,176,,0,0,45.0188
2822512,15:51:30,15:51:30,4729,177,,0,0,45.1691
2822512,15:51:47,15:51:47,4730,178,,0,0,45.3049
2822512,15:52:19,15:52:19,4731,179,,0,0,45.5647
2822512,15:53:00,15:53:00,12811,180,,0,0,45.8339
2822512,15:54:13,15:54:13,2412,181,,0,0,46.2922
2822512,15:54:52,15:54:52,2413,182,,0,0,46.5408
2822512,15:55:19,15:55:19,2414,183,,0,0,46.7100
2822512,15:56:01,15:56:01,2415,184,,0,0,46.9770
2822512,15:56:52,15:56:52,2416,185,,0,0,47.3022
2822512,15:57:38,15:57:38,2417,186,,0,0,47.5937
2822512,15:58:16,15:58:16,2418,187,,0,0,47.8356
2822513,16:33:33,16:33:33,4724,172,,0,0,43.7533
2822513,16:34:42,16:34:42,4725,173,,0,0,44.2999
2822513,16:35:02,16:35:02,4726,174,,0,0,44.4616
